,word,totalValue,positive,negative
97,interchangeability,-0.025478892028331757,-0.007512777578085661,0.01796611398458481
98,harlow,-0.012557798996567726,-0.03765398636460304,-0.025096187368035316
99,rolls,0.015539565123617649,0.016544252634048462,0.0010046875104308128
100,succeeding,0.03525177016854286,0.028193004429340363,-0.007058767136186361
101,miriam,0.0031330734491348267,-0.012894580140709877,-0.016027653589844704
102,forceful,0.02800227701663971,0.09841594845056534,0.07041367143392563
103,disproportionately,-0.048555631190538406,0.03426045551896095,0.08281608670949936
104,care,0.049179647117853165,0.10608534514904022,0.05690569803118706
105,practically,0.017486572265625,0.09062930196523666,0.07314272969961166
106,shock,-0.002532944083213806,0.0733010470867157,0.0758339911699295
107,distort,-0.06340949237346649,0.032499443739652634,0.09590893983840942
108,tillage,-0.034620001912117004,-0.02063635364174843,0.013983647339046001
109,weighed,-0.007016469724476337,0.0068466998636722565,0.013863169588148594
110,methamphetamine,-0.037138644605875015,-0.02051473595201969,0.016623908653855324
111,colombian,0.010939874686300755,0.02121727168560028,0.010277396999299526
112,joints,-0.00915885716676712,0.013394536450505257,0.022553393617272377
113,carolene,0.0,0.0,0.0
114,reflec,0.0,0.0,0.0
115,gc,-0.005560554563999176,-0.05043676495552063,-0.044876210391521454
116,farmland,-0.003403198905289173,0.014245214872062206,0.01764841377735138
117,enjoin,-0.03740895912051201,0.0026116834487766027,0.040020640939474106
118,veracity,-0.03510909900069237,0.027774255722761154,0.06288335472345352
119,panoramic,0.05835897475481033,0.04263361170887947,-0.015725363045930862
120,forego,-0.009112432599067688,0.03734007105231285,0.04645250365138054
121,acquirer,-0.03204691782593727,0.011129435151815414,0.043176352977752686
122,robinson,0.05039844661951065,0.01696963980793953,-0.03342880681157112
123,kamal,-0.00555004458874464,-0.011705820448696613,-0.006155775859951973
124,kwasnoski,0.0,0.0,0.0
125,investor,0.04867786169052124,0.06280733644962311,0.014129474759101868
126,traumatic,-0.03285330906510353,0.041833024471998215,0.07468633353710175
127,treatise,0.008099278435111046,0.015464435331523418,0.007365156430751085
128,jennings,0.017951585352420807,0.002014037687331438,-0.015937548130750656
129,embodiment,0.03536296635866165,0.10496808588504791,0.06960511952638626
130,understates,-0.03824051842093468,0.009230900555849075,0.04747141897678375
131,endlessly,-0.010503418743610382,0.08750613778829575,0.09800955653190613
132,quillmajority,0.0,0.0,0.0
133,feared,-0.059732381254434586,0.05036705359816551,0.1100994348526001
134,specifickinds,0.0,0.0,0.0
135,kara,-0.010602903552353382,-0.02415875345468521,-0.013555849902331829
136,visual,0.058853089809417725,0.0660918727517128,0.007238784339278936
137,reindictment,0.0,0.0,0.0
138,lockhart,-0.0041378033347427845,-0.006837466266006231,-0.002699662931263447
139,manifest,-0.018612723797559738,0.05190838500857353,0.07052110880613327
140,battered,-0.027914240956306458,0.03197098523378372,0.05988522619009018
141,councilman,-0.009458597749471664,-0.02662607841193676,-0.017167480662465096
142,designee,-0.006436413154006004,-0.023362377658486366,-0.016925964504480362
143,recalibration,-0.038455914705991745,-0.005707859992980957,0.03274805471301079
144,rainbolt,0.0,0.0,0.0
145,creature,0.010339934378862381,0.07080787420272827,0.06046793982386589
146,heightened,-0.017850544303655624,0.06001837179064751,0.07786891609430313
147,quipped,0.007235461845993996,0.036846719682216644,0.02961125783622265
148,lyon,0.02675260230898857,-0.0023860197979956865,-0.02913862280547619
149,intangibles,0.0024867579340934753,0.04770182818174362,0.045215070247650146
150,banker,0.026589812710881233,0.016104621812701225,-0.010485190898180008
151,fumes,-0.07195064425468445,-0.0018132318509742618,0.07013741135597229
152,util,-0.012938480824232101,-0.037506602704524994,-0.024568121880292892
153,disclosed,-0.00563128013163805,0.006904097273945808,0.012535377405583858
154,vendee,-0.02354215830564499,-0.0169171541929245,0.006625005044043064
155,redrew,-0.023078616708517075,-0.013939298689365387,0.009139318950474262
156,unabomber,-0.045652370899915695,-0.01281862985342741,0.03283374011516571
157,alvary,0.0,0.0,0.0
158,slope,0.007823802530765533,0.003041446441784501,-0.004782355856150389
159,susceptibility,-0.023759398609399796,0.012397308833897114,0.036156706511974335
160,damning,-0.04152704030275345,0.038486167788505554,0.080013208091259
161,interception,-0.00807426031678915,-0.0005831443704664707,0.0074911159463226795
162,jesner,-0.007571740075945854,-0.03810502216219902,-0.030533282086253166
163,minors,-0.027140550315380096,0.018706277012825012,0.04584682732820511
164,marine,0.029541678726673126,0.006316387094557285,-0.023225290700793266
165,readopting,0.0,0.0,0.0
166,kawashima,-0.01323796808719635,-0.019211944192647934,-0.005973976571112871
167,mindless,-0.04399678111076355,0.0670350044965744,0.11103178560733795
168,greeter,-0.014891969040036201,-0.012618613429367542,0.002273355610668659
169,caballesdissent,0.0,0.0,0.0
170,alleyne,-0.01851574331521988,-0.03741953521966934,-0.018903791904449463
171,britain,0.028725754469633102,0.057754434645175934,0.02902868017554283
172,gu,-0.015439716167747974,-0.026404965668916702,-0.010965249501168728
173,horrendous,-0.07228848338127136,0.04089084640145302,0.11317933350801468
174,sher,-0.02065880596637726,-0.023367110639810562,-0.0027083042077720165
175,happens,0.02407342940568924,0.11585942655801773,0.09178599715232849
176,elonis,0.0,0.0,0.0
177,serum,-0.003950667567551136,0.0021548306103795767,0.006105498410761356
178,optimally,0.0051092361100018024,0.01205670926719904,0.006947473157197237
179,ubstantial,0.0,0.0,0.0
180,river,0.0376770980656147,0.007791490294039249,-0.029885608702898026
181,churches,0.03695762902498245,0.04817787930369377,0.011220249347388744
182,norms,0.0013408437371253967,0.048063427209854126,0.04672258347272873
183,joined,0.05925364047288895,0.015093497931957245,-0.0441601425409317
184,debar,-0.0422389879822731,-0.02092386595904827,0.02131512016057968
185,stemming,-0.05078941583633423,0.010744701139628887,0.06153411790728569
186,ammunition,-0.019609367474913597,0.0012761412654072046,0.020885508507490158
187,revie,-0.025372054427862167,-0.023529475554823875,0.0018425779417157173
188,slimmer,0.022027689963579178,0.0324089415371418,0.010381252504885197
189,southward,-0.021473653614521027,-0.0242715273052454,-0.002797874389216304
190,pavelic,-0.0134319718927145,-0.01830829121172428,-0.004876318853348494
191,exercising,0.01076052337884903,0.07669854909181595,0.06593802571296692
192,retrospectively,-0.03099512681365013,0.007404446601867676,0.03839957341551781
193,defend,0.028282329440116882,0.09370028972625732,0.06541796028614044
194,grinnell,-0.00864160992205143,-0.03336496278643608,-0.02472335286438465
195,esbeck,0.0,0.0,0.0
196,newegg,-0.03430047631263733,-0.02388976700603962,0.010410711169242859
197,precarious,-0.029231417924165726,0.03820202872157097,0.0674334466457367
198,soundly,-0.013891426846385002,0.029605844989418983,0.043497271835803986
199,western,0.02846507728099823,0.043880898505449295,0.015415821224451065
200,morefunds,0.0,0.0,0.0
201,proportiona,0.0,0.0,0.0
202,resembl,0.0,0.0,0.0
203,argues,0.007478110492229462,0.05254886671900749,0.04507075622677803
204,write,0.052621979266405106,0.08734725415706635,0.03472527489066124
205,accusation,-0.06864801049232483,0.044050756841897964,0.11269877105951309
206,bondsmen,-0.025977473706007004,-0.015739629045128822,0.010237845592200756
207,ctual,0.0,0.0,0.0
208,canbe,0.0,0.0,0.0
209,assault,-0.035207584500312805,0.021416975185275078,0.05662456154823303
210,whipped,-0.013576148077845573,0.021117327734827995,0.03469347581267357
211,rewrites,-0.023116713389754295,-0.002157712122425437,0.020959001034498215
212,bondholder,-0.011671911925077438,0.0014958976535126567,0.013167809695005417
213,revamp,-0.0030109379440546036,0.027260759845376015,0.03027169778943062
214,strawbridge,-0.02505439519882202,-0.03801671415567398,-0.01296231895685196
215,litigative,0.0,0.0,0.0
216,shank,-0.017575176432728767,-0.030843472108244896,-0.013268295675516129
217,rollins,-0.002096138894557953,-0.018006788566708565,-0.015910649672150612
218,hubcaps,-0.057479649782180786,-0.024544067680835724,0.03293558210134506
219,piloted,-0.008562766015529633,-0.027021240442991257,-0.018458474427461624
220,eluded,0.012932401150465012,0.03731641545891762,0.024384014308452606
221,dilute,-0.006866518408060074,0.042073678225278854,0.04894019663333893
222,plutonium,-0.010999023914337158,0.004944725427776575,0.015943748876452446
223,prescribe,-0.02277853712439537,0.035814035683870316,0.058592572808265686
224,formidable,0.06192918121814728,0.08102156966924667,0.019092386588454247
225,esearch,0.0,0.0,0.0
226,ballentine,-0.030798446387052536,-0.03746221959590912,-0.006663772277534008
227,fortunate,0.06028337776660919,0.12471665441989899,0.0644332766532898
228,reinsert,-0.03433568775653839,-0.001153313321992755,0.03318237513303757
229,blameworthiness,0.0,0.0,0.0
230,lined,0.03505810722708702,0.02906893379986286,-0.005989174824208021
231,suitable,0.07356920093297958,0.08592016249895096,0.012350964359939098
232,mathematicians,0.00888480618596077,0.028708593919873238,0.019823787733912468
233,mellon,0.029497364535927773,0.0017715649446472526,-0.02772579900920391
234,pinto,-0.010855082422494888,-0.03216777741909027,-0.021312694996595383
235,specialty,0.051238205283880234,0.014672611840069294,-0.036565594375133514
236,decreed,-0.0204393919557333,0.00740061467513442,0.027840007096529007
237,imbroglios,-0.0208582803606987,-0.013343521393835545,0.007514759432524443
238,inaccuracies,-0.06838961690664291,-0.0037917708978056908,0.06459784507751465
239,aspiration,0.032913584262132645,0.07500042021274567,0.04208683595061302
240,companions,0.035544440150260925,0.06110096350312233,0.025556525215506554
241,entitles,-0.0005156286060810089,0.018244124948978424,0.018759753555059433
242,finished,0.058975182473659515,0.022603457793593407,-0.03637172654271126
243,complicating,-0.04867251217365265,0.02765352465212345,0.07632603496313095
244,remits,-0.036730311810970306,-0.025980448350310326,0.010749861598014832
245,bond,0.046928055584430695,0.04441392049193382,-0.0025141360238194466
246,outlining,0.014537223614752293,0.022473735734820366,0.007936512120068073
247,sykestried,0.0,0.0,0.0
248,soul,0.06433413922786713,0.09849829226732254,0.034164153039455414
249,commands,0.04417939484119415,0.05058359354734421,0.006404198240488768
250,principi,0.0024507082998752594,-0.01302411500364542,-0.01547482330352068
251,clergy,-0.005780316889286041,0.046422574669122696,0.05220289155840874
252,attained,0.06922408938407898,0.04492400214076042,-0.024300089105963707
253,activit,0.0,0.0,0.0
254,granddaughter,0.03481343016028404,0.040336593985557556,0.005523162893950939
255,embroidered,0.022038405761122704,0.009674759581685066,-0.012363646179437637
256,hearers,-0.037843089550733566,0.012559748254716396,0.05040283873677254
257,orlans,0.0,0.0,0.0
258,stronghold,-0.011781150475144386,-0.002587903756648302,0.009193246252834797
259,pillars,0.02667471207678318,0.028974605724215508,0.00229989318177104
260,proscribed,-0.03600418567657471,0.0043023149482905865,0.04030650109052658
261,eyelid,-0.038086727261543274,-0.006439352408051491,0.03164737671613693
262,lingered,-0.05034848302602768,0.007666583172976971,0.058015067130327225
263,planting,0.012861490249633789,0.03541306406259537,0.02255157381296158
264,wetter,-0.004464833997189999,-0.000902816595043987,0.0035620173439383507
265,coverall,-0.02722453698515892,-0.019818918779492378,0.0074056172743439674
266,menominee,0.001308327540755272,-0.012364586815237999,-0.013672914355993271
267,prematurity,-0.04453350603580475,-0.02297908067703247,0.021554427221417427
268,preston,0.024874897673726082,-0.027663497254252434,-0.052538394927978516
269,fines,-0.04314379021525383,0.003630983177572489,0.04677477478981018
270,soft,0.045745428651571274,0.07717306166887283,0.03142763301730156
271,internationally,0.06451891362667084,0.0725216418504715,0.00800272449851036
272,depend,0.04607784375548363,0.10003378242254257,0.053955938667058945
273,roanoke,-0.008816810324788094,-0.03452739492058754,-0.025710584595799446
274,facilitate,0.0748378187417984,0.08229454606771469,0.007456726860255003
275,woodwork,0.0021927934139966965,0.023286132141947746,0.02109333872795105
276,spectrum,0.03965618461370468,0.05102325975894928,0.01136707328259945
277,secretaries,0.0031827003695070744,0.009046078659594059,0.005863378290086985
278,distribute,0.02994275838136673,0.03792838007211685,0.007985622622072697
279,copperweld,-0.012035483494400978,-0.03583129122853279,-0.023795807734131813
280,lester,0.006285115145146847,-0.013205318711698055,-0.019490433856844902
281,nude,0.004895176738500595,0.029524315148591995,0.0246291384100914
282,conceptualize,-0.04249844327569008,0.004429645836353302,0.04692808911204338
283,detonator,-0.05233607813715935,-0.03206883743405342,0.020267240703105927
284,spite,0.019860878586769104,0.12773479521274567,0.10787391662597656
285,freeland,-0.026734985411167145,-0.05796217545866966,-0.031227190047502518
286,disburse,-0.014308852143585682,-0.0024549653753638268,0.011853886768221855
287,edetermined,0.0,0.0,0.0
288,bolter,-0.02977130189538002,-0.06343138962984085,-0.03366008773446083
289,lieutenant,0.021835267543792725,-0.013148065656423569,-0.03498333320021629
290,multiplicity,-0.01614399068057537,0.01084582693874836,0.02698981761932373
291,tuan,-0.008699191734194756,-0.016436390578746796,-0.007737198378890753
292,nonsovereign,0.0,0.0,0.0
293,judice,-0.037395358085632324,-0.041376736015081406,-0.003981377463787794
294,inexplicable,-0.07268026471138,0.05576631799340248,0.1284465789794922
295,debut,0.07805205881595612,0.05447202920913696,-0.023580029606819153
296,detached,-0.0026708003133535385,0.025624187663197517,0.028294987976551056
297,anilca,0.0,0.0,0.0
298,primer,0.011635669507086277,0.011196420527994633,-0.00043924860074184835
299,incapable,-0.030218176543712616,0.08603914082050323,0.11625731736421585
300,stephens,0.015011545270681381,-0.028432093560695648,-0.04344363883137703
301,signaling,0.005036063492298126,0.04523707553744316,0.040201012045145035
302,sailboats,0.005020705983042717,0.0027967076748609543,-0.0022239985410124063
303,ernst,0.006900850683450699,-0.016692008823156357,-0.023592859506607056
304,counterclaim,-0.04780873283743858,-0.020233988761901855,0.027574744075536728
305,reproduce,0.003208708018064499,0.04600335657596588,0.04279464855790138
306,stallion,0.03329762443900108,0.020503021776676178,-0.012794602662324905
307,dogma,-0.029960177838802338,0.02000339701771736,0.0499635748565197
308,currier,-0.007893390953540802,-0.025397058576345444,-0.01750366762280464
309,distinguishing,0.014134645462036133,0.04367509484291077,0.029540449380874634
310,schriro,-0.01794268563389778,-0.05393955484032631,-0.03599686920642853
311,remsberg,0.0,0.0,0.0
312,plata,0.0033840518444776535,-0.03080224059522152,-0.03418629243969917
313,naske,0.0,0.0,0.0
314,engquist,-0.01568208634853363,-0.02170880325138569,-0.006026715971529484
315,watters,-0.013571844436228275,-0.015013551339507103,-0.0014417069032788277
316,deserts,-0.004328303039073944,0.02207963913679123,0.026407942175865173
317,giglio,-0.0147634819149971,-0.03288447484374046,-0.018120992928743362
318,saddlebags,-0.032739363610744476,-0.028347384184598923,0.0043919808231294155
319,twitchell,-0.04915580525994301,-0.05472820624709129,-0.005572402384132147
320,vanished,-0.018063701689243317,0.0251498781144619,0.043213579803705215
321,barracks,-0.023338738828897476,-0.026171773672103882,-0.0028330348432064056
322,multimedia,0.07272924482822418,0.04906703531742096,-0.023662207648158073
323,incurred,-0.049519747495651245,0.005431300029158592,0.05495104566216469
324,ified,-0.06330256909132004,-0.05838695913553238,0.0049156066961586475
325,farther,0.0056187063455581665,0.025986701250076294,0.020367994904518127
326,prohibitively,-0.04382278025150299,0.023980146273970604,0.06780292838811874
327,legis,-0.03962022811174393,-0.047645892947912216,-0.00802566297352314
328,youngactions,0.0,0.0,0.0
329,notclosely,0.0,0.0,0.0
330,electors,0.013158291578292847,0.018384262919425964,0.00522597087547183
331,mustaches,-0.03057907521724701,0.007247064262628555,0.037826139479875565
332,constructionreferred,0.0,0.0,0.0
333,affirmation,0.04022378474473953,0.10893628746271133,0.0687125027179718
334,boyer,-0.015279136598110199,-0.04833945259451866,-0.03306031599640846
335,simopoulos,0.0,0.0,0.0
336,nondiverse,0.0,0.0,0.0
337,strive,0.08122876286506653,0.12625102698802948,0.04502226039767265
338,luna,0.013600320555269718,-0.011206124909222126,-0.024806445464491844
339,amply,0.017312616109848022,0.050113167613744736,0.03280055150389671
340,weight,0.02821323275566101,0.05215515196323395,0.023941919207572937
341,urchased,0.0,0.0,0.0
342,ogden,0.011454872786998749,-0.04013197496533394,-0.05158684775233269
343,esquire,0.004600233398377895,-0.0074861785396933556,-0.012086411938071251
344,entanglements,-0.04769811034202576,0.012282079085707664,0.05998018756508827
345,heard,0.014890581369400024,0.08194058388471603,0.06705000251531601
346,receiv,0.0,0.0,0.0
347,markers,0.004453124478459358,0.003824662184342742,-0.0006284625269472599
348,saints,0.037414126098155975,0.023925667628645897,-0.013488460332155228
349,better,0.11428626626729965,0.1677238643169403,0.053437598049640656
350,hustle,0.01286776177585125,0.03508054092526436,0.02221277914941311
351,tumultuous,0.016312375664711,0.05792238935828209,0.04161001369357109
352,gran,0.003998225554823875,-0.016736546531319618,-0.020734772086143494
353,tibetan,0.0228947214782238,0.043126679956912994,0.020231958478689194
354,biologist,0.02192769944667816,-0.014838366769254208,-0.036766067147254944
355,practicality,0.010355193167924881,0.06800448894500732,0.05764929577708244
356,merchant,0.02399044670164585,0.006377382669597864,-0.017613064497709274
357,tellingly,-0.01711265929043293,0.017771458253264427,0.03488411754369736
358,serb,-0.01970585808157921,0.03254996985197067,0.05225582793354988
359,othercircumstances,0.0,0.0,0.0
360,descri,0.0,0.0,0.0
361,uninvited,-0.027177590876817703,0.022534433752298355,0.04971202462911606
362,eckstrom,-0.03536830097436905,-0.06511027365922928,-0.02974197268486023
363,adults,0.026808664202690125,0.07104970514774323,0.0442410409450531
364,outlets,0.01727968268096447,0.023048177361488342,0.00576849514618516
365,validity,-0.00016205385327339172,0.04448689520359039,0.044648949056863785
366,wedge,-0.013332070782780647,-0.0010782317258417606,0.0122538385912776
367,arteries,-0.014616521075367928,0.008890468627214432,0.02350698970258236
368,reempaneling,0.0,0.0,0.0
369,suffocating,-0.07173814624547958,0.026264987885951996,0.09800313413143158
370,borrowers,-0.0032292380928993225,0.04475599527359009,0.04798523336648941
371,scale,0.018222477287054062,0.0493566170334816,0.031134139746427536
372,drops,-0.012267002835869789,0.017404673621058464,0.029671676456928253
373,encountering,-0.04235859215259552,0.037701770663261414,0.08006036281585693
374,brink,-0.03444136679172516,0.01476750336587429,0.0492088682949543
375,recounting,-0.013717520982027054,0.042254794389009476,0.05597231537103653
376,plows,-0.03131581470370293,-0.011358240619301796,0.01995757408440113
377,royalhave,0.0,0.0,0.0
378,sundays,0.026510508731007576,0.025441402569413185,-0.0010691061615943909
379,fared,0.006353621371090412,0.014592137187719345,0.008238515816628933
380,provenance,-0.005910880863666534,0.024530980736017227,0.03044186159968376
381,minimize,-0.028861045837402344,0.053612120449543,0.08247316628694534
382,brig,-0.021319326013326645,-0.031876422464847565,-0.010557095520198345
383,carlson,0.013140792027115822,-0.01609879918396473,-0.02923959121108055
384,nationally,0.054191723465919495,0.04025987163186073,-0.013931849971413612
385,anycontributions,0.0,0.0,0.0
386,witt,-0.005361737683415413,-0.020374786108732224,-0.01501304842531681
387,signage,0.012254939414560795,0.004609367344528437,-0.007645572070032358
388,purpose,0.06815463304519653,0.11042150110006332,0.04226686805486679
389,tarp,-0.010612210258841515,0.010471725836396217,0.021083936095237732
390,freed,0.011107310652732849,0.04045550897717476,0.02934819832444191
391,converted,0.04237983003258705,0.0045123896561563015,-0.03786744177341461
392,jim,0.05188869684934616,0.025545012205839157,-0.026343686506152153
393,nonexistent,-0.050115007907152176,0.03186151012778282,0.081976518034935
394,decrees,-0.03053973615169525,0.01325665321201086,0.043796390295028687
395,blaster,-0.025926606729626656,-0.009641993790864944,0.01628461293876171
396,mp,-0.01924150064587593,-0.029143311083316803,-0.009901811368763447
397,clearing,-0.004665300250053406,0.008182777091860771,0.012848077341914177
398,getaway,0.020480740815401077,0.034742970019578934,0.014262229204177856
399,torruella,-0.030936116352677345,-0.04206351935863495,-0.011127403005957603
400,itemized,-0.009762555360794067,0.012279577553272247,0.022042132914066315
401,referred,0.008795071393251419,0.024706995114684105,0.015911923721432686
402,propagandists,-0.049289703369140625,0.01084714662283659,0.06013685092329979
403,pauperison,0.0,0.0,0.0
404,subtlety,0.016394980251789093,0.0800418108701706,0.0636468306183815
405,referencing,-0.03298110514879227,0.0019856698345392942,0.03496677428483963
406,packingham,0.0,0.0,0.0
407,pedestrian,0.021046245470643044,0.030964264646172523,0.00991801917552948
408,factbound,0.0,0.0,0.0
409,purvis,-0.022654281929135323,-0.046920474618673325,-0.024266192689538002
410,providently,0.0,0.0,0.0
411,commander,0.03353482484817505,0.011431547813117504,-0.02210327610373497
412,indeterminate,-0.03076673485338688,0.002775495406240225,0.03354223072528839
413,recognizes,0.061092134565114975,0.09543988853693008,0.03434775397181511
414,overtaxing,-0.06666142493486404,-0.03175727277994156,0.034904152154922485
415,inexpiable,0.0,0.0,0.0
416,historical,0.06514148414134979,0.06205866485834122,-0.0030828192830085754
417,omits,-0.041943036019802094,-0.012177114374935627,0.02976592257618904
418,tied,0.009596436284482479,0.007522625382989645,-0.0020738106686621904
419,fired,-0.022915871813893318,0.0025838124565780163,0.025499684736132622
420,utilities,0.011975807137787342,0.009388066828250885,-0.0025877405423671007
421,conformity,-0.001424785703420639,0.05600068345665932,0.057425469160079956
422,ran,0.023542921990156174,0.01956021599471569,-0.0039827050641179085
423,abusively,-0.053294941782951355,-0.021311651915311813,0.03198328986763954
424,grandest,0.029478132724761963,0.048307884484529495,0.018829751759767532
425,crashing,-0.04923025518655777,0.005913838744163513,0.05514409393072128
426,delicate,0.03551997244358063,0.08360250294208527,0.04808253049850464
427,lucasdid,0.0,0.0,0.0
428,merged,0.0392821803689003,-0.018373148515820503,-0.05765532702207565
429,liberal,0.027521826326847076,0.06063009053468704,0.033108264207839966
430,fcra,-0.02628563530743122,-0.02190028689801693,0.004385348409414291
431,necklines,-0.028044436126947403,0.004142067860811949,0.03218650445342064
